Id,ProductId,OemNumber,Brand,IsOriginal,CreatedAt,ErpProductId
d0e4ecac-1c21-4483-8dc1-919ff7b35339,23280,1K0 407 621 F,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
c0331c8c-73cd-4b24-9850-34fe4cb2766a,23280,1T0 498 621,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
6a25257f-bc98-4e5c-a583-d7e1e8abe235,23280,1TD 498 621,VW (SVW),1,2026-08-10 09:29:31,RAPID-1000135
f754dba0-2c56-4788-9fa0-5372562640d6,23280,3C0 498 621,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
c4d0ecb5-cf52-4fe6-8104-e45a842280b2,23280,5K0 498 621,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
f18249f8-7743-42cc-a4e2-83f98e7181eb,23280,8J0 498 625 A,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
33839359-86c6-4d54-a3a7-c4faf07678fe,23280,8J0 598 625,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
eb2a844b-4096-4505-bf2d-c8fe3b6ce71d,23280,8J0 598 625 A,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
f37bf998-e5ba-44d8-8310-fff266fad45d,23280,8X0 498 625,AUDI,1,2026-08-10 09:29:31,RAPID-1000135
8606ad10-aa64-4326-955a-9b6146ee539b,23280,L 1KD 407 621,VW,1,2026-08-10 09:29:31,RAPID-1000135
04634eaa-4c78-4b0f-b1ed-0ad7a75b48b5,23280,L 1KD 407 621 C,VW (FAW),1,2026-08-10 09:29:31,RAPID-1000135
fa720690-34fe-4d9a-9fd6-d295f7beca86,31896,10509505,ROEWE (SAIC),1,2026-08-10 15:00:09,RAPID-1000217
7540fcb3-6afb-45ad-ba55-a294adbb8c7e,31896,1K0 598 611,AUDI,1,2026-08-10 15:00:09,RAPID-1000217
f7f12277-e937-4773-9f7a-7877e3762fbb,31896,5WA 501 611 A,AUDI,1,2026-08-10 15:00:09,RAPID-1000217
4e8f64be-73eb-41c8-a429-04fd27e85e6e,31896,5WA 501 611 D,AUDI,1,2026-08-10 15:00:09,RAPID-1000217
d778b57c-10dc-4b6c-a3d3-e88e21f23bb7,31896,8V0 598 611,AUDI,1,2026-08-10 15:00:09,RAPID-1000217
75d641c4-3280-43db-a61a-6762d9702afc,31896,8V0 598 611 A,AUDI,1,2026-08-10 15:00:09,RAPID-1000217
8baea2f5-2e70-4d8d-95b3-06dd1a1bd106,31896,L 5QD 501 611,VW (FAW),1,2026-08-10 15:00:09,RAPID-1000217
b63cb754-4913-4ab7-8968-9ec9360ede82,31897,10509500,ROEWE (SAIC),1,2026-08-10 15:00:09,RAPID-1000250
255a0a55-34db-47e9-851e-23fad287aede,31897,1K0 407 621 E,VW,1,2026-08-10 15:00:09,RAPID-1000250
08da98ff-af94-4023-a608-d683cce8b072,31897,1K0 498 621,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
11cfdd6a-dd35-4c3d-9ec5-a8f6324e04ad,31897,1K0498621,ROEWE (SAIC),1,2026-08-10 15:00:09,RAPID-1000250
2e3194a9-2137-453e-b6d3-b00df9a25904,31897,5K0 498 621 A,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
aed74f1d-4a45-4343-a75e-9913f5867aaf,31897,5WA 407 621,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
3ace0a55-e7af-4b52-8cf5-2bfd5c63a597,31897,8V0 498 625,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
d4698dd7-8266-4933-ba71-37a2999d0005,31897,8V0 498 625 B,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
e75f2605-9d4b-438e-888b-a4934cfb2045,31897,8V0 598 625,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
574491eb-64b9-4e54-8c78-0cd9070024f5,31897,8V0 598 625 A,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
b9360197-2047-4c7b-a501-b45e8c128788,31897,8V0 598 625 B,AUDI,1,2026-08-10 15:00:09,RAPID-1000250
e3824d0c-e7fb-439e-9b09-f0aa57801758,31897,L 5QD 407 621,VW (FAW),1,2026-08-10 15:00:09,RAPID-1000250
8af9fd95-c0e6-4228-a49b-2b4e9ca13261,31897,L5QD407621,ROEWE (SAIC),1,2026-08-10 15:00:09,RAPID-1000250
70260f32-9561-4417-9f44-326f840d91fc,29856,15601-76008,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
10ac792d-2940-4b31-9154-4dd7b2919ea9,29856,15601-76008-71,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
ef87e992-6354-4c8a-aaa9-b61f452ac6d5,29856,15601-87110,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
75c0e386-6a7f-4b19-9903-eb9a35d85a64,29856,16510-61A00,SUZUKI,1,2026-08-10 12:44:32,RAPID-1000838
3022a4b5-2102-4dee-8cf2-08ae2948079c,29856,16510-61A01,HOLDEN,1,2026-08-10 12:44:32,RAPID-1000838
e0dc0491-8351-4a98-956a-e45a35dd7c98,29856,16510-61A02,SUZUKI,1,2026-08-10 12:44:32,RAPID-1000838
6fb19a4c-f2fc-4f88-a7c5-5bee9009a52f,29856,16510-61A20,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
759d88c2-2d06-445f-8435-c19f6bee6ac0,29856,16510-61A21,SUZUKI,1,2026-08-10 12:44:32,RAPID-1000838
00635ae8-de4a-4614-a44f-d70e8f3af5b4,29856,16510-85C00,SANTANA,1,2026-08-10 12:44:32,RAPID-1000838
4797cb58-c48a-4864-8d96-11b6b3e7f3c6,29856,90915-10002,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
0e49753e-6228-4622-9429-b1b378ea559a,29856,90915-10004,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
269e7efb-88e9-4ca4-a253-dabd5324b892,29856,90915-YZZE2,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
84f2165f-b439-47da-8328-9309c21b0618,29856,90915-YZZF1,TOYOTA,1,2026-08-10 12:44:32,RAPID-1000838
cd5c7dc1-521b-443c-beb5-25c12b490500,31477,33 40 6 789 970,BMW,1,2026-08-10 15:00:09,RAPID-1001884
895ed3ba-47ba-4412-ab28-765e6eb9f9be,30386,13502829,OPEL,1,2026-08-10 15:00:09,RAPID-1003762
258e3323-0a37-4a07-8983-57b82fe845a4,30386,13583479,OPEL,1,2026-08-10 15:00:09,RAPID-1003762
caa42352-6268-45ed-9f6d-d1f400337441,30386,3 28 001,OPEL,1,2026-08-10 15:00:09,RAPID-1003762
54944a22-539c-4ee5-8b6f-749ad443fe0a,30386,3 28 021,OPEL,1,2026-08-10 15:00:09,RAPID-1003762
d8c902a2-ce97-4e7d-b14e-f6136d540e5f,23488,5N0615611A,VW,1,2026-08-10 09:29:31,RAPID-1007041
3c4e92cc-b170-4d66-97c7-67ba2b03b02b,23488,5N0615611D,AUDI,1,2026-08-10 09:29:31,RAPID-1007041
a1ffa4d7-6ea2-444c-81c5-76f0ca592243,17241,9801729080,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
e35e5d7e-98f7-47e3-adc3-ae8f404191f1,17241,9801729280,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
2a77a93a-7892-47a4-8c32-09ef6e4e24a3,17241,9802144580,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
a764aa5e-e741-4d7f-b043-e88190aada06,17241,9804830780,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
d8683a81-dd7c-4dad-848f-c5ceffd1eff5,17241,9804830980,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
8e681bf0-d66c-4a95-9b5f-2f0c0231f024,17241,9804831180,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
dacb18e8-07ea-42d8-90de-616446d27caf,17241,9820310780,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
25e3fc0e-cc1a-490a-872d-ad91a3377b79,17241,9820310980,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007107
9af8f50e-1e9e-4611-b58d-ab9e6122e3d5,17242,9801729180,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007108
1f8ccffa-e238-4047-859f-5b3c768081dd,17242,9801729380,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007108
653b6942-4705-447c-aacb-dcc972902581,17242,9802144680,PEUGEOT,1,2026-08-09 17:35:56,RAPID-1007108
