Id,ProductId,OemNumber,Brand,IsOriginal,CreatedAt,ErpProductId
00005607-d546-4d1e-b05b-041ecfaf5805,108846,2889013E22,NISSAN,1,2026-08-09 17:31:42,RAPID-1833309
00008f02-ec6e-47cf-ab49-4951ea41fd65,113164,51754193,FIAT,1,2026-08-09 19:48:16,RAPID-8182681
0000b8a7-9e11-4b16-b8a1-96d2942a772f,116182,BV61-18045-ABC,FORD,1,2026-08-10 00:11:35,RAPID-7603852
0000e41f-64e7-4262-8119-f5397263d9c0,125528,13502829,GENERAL MOTORS,1,2026-08-10 15:00:09,RAPID-10350363
00010737-466f-49fd-95bd-57ad2d00723b,126767,7711421437,RENAULT,1,2026-08-10 15:00:09,RAPID-2868043
00011d8e-3c02-4ff7-82e0-a9c9126c99b6,124229,4851009Y31,TOYOTA,1,2026-08-10 12:44:32,RAPID-3454100
00014191-8db9-436a-8fd2-62f7a8507d82,116334,1690804,FORD,1,2026-08-10 00:11:35,RAPID-34834758
000156ff-a7f7-46af-857c-9270849e5ca4,114408,3557911,OPEL,1,2026-08-09 22:03:07,RAPID-2674015
000202d1-e583-4fe3-a529-b1ecc2025f96,124178,4853002891,TOYOTA,1,2026-08-10 12:44:32,RAPID-2863441
000210f8-8c60-4512-be36-048bf47869d3,123915,76620-TF0-G011-M1,HONDA,1,2026-08-10 12:44:32,RAPID-9110198
0002b246-156d-4a76-b83e-270a0113d460,111364,402061200R,DACIA,1,2026-08-09 19:26:29,RAPID-65073505
00035869-1093-4a08-9b46-94831bf5f19f,109490,98 107 685 80,CITROËN,1,2026-08-09 17:38:19,RAPID-13697796
00035930-c41a-4dce-bf00-19d68f87bfcd,110540,4020600Q2E,NISSAN,1,2026-08-09 18:53:15,RAPID-6263847
0003dc77-6c8a-4114-8e54-99a48f5db18e,111894,3350.72,CITROËN,1,2026-08-09 19:31:12,RAPID-91987137
00041563-741e-4a81-89cc-d55899a011a9,122430,89543-12090,TOYOTA,1,2026-08-10 12:44:32,RAPID-13567449
00044511-839c-4049-a138-455e91daf69e,117638,54625-1E100,HYUNDAI,1,2026-08-10 00:11:35,RAPID-7509329
00053baa-5e2c-40a8-9881-4cdeb543a038,122907,04466-52150,TOYOTA,1,2026-08-10 12:44:32,RAPID-1085631
00056120-3664-4891-ad65-cb90eab358f0,108168,38340-54G31,SUZUKI,1,2026-08-09 17:15:52,RAPID-57692425
0005d5bf-6baf-47a1-ac49-7dae7dcc8df6,125335,0328007,OPEL,1,2026-08-10 15:00:09,RAPID-16552256
00063786-f141-49b0-b96f-9c1fc664b5fb,113128,71714463,FIAT,1,2026-08-09 19:46:08,RAPID-5252581
00064ad4-f03d-4a48-be02-0657f3651cce,123619,12290-5A2-A01,HONDA,1,2026-08-10 12:44:32,RAPID-1571689
000699b5-3c59-4106-876c-836e6610722c,121162,955 606 406 11,PORSCHE,1,2026-08-10 09:29:31,RAPID-7223547
0006a882-b758-47e4-a35d-ceef8ab573cc,115852,2S61-3K036-AB,FORD,1,2026-08-10 00:11:35,RAPID-9533601
0006a8ec-2c92-4113-9701-15db01c09407,126257,910 423 02 00,MERCEDES-BENZ,1,2026-08-10 15:00:09,RAPID-5607477
0006b4d4-0a7d-40c4-a853-a0130a7a7089,108163,85242-16020,TOYOTA,1,2026-08-09 17:15:52,RAPID-48306027
0006fce2-3f6e-4a14-89d4-7e0d76a6fe0a,122196,0446502220,TOYOTA,1,2026-08-10 12:44:32,RAPID-19341265
0007a5b7-92bb-4dc9-adbf-88fc5a0909d7,112629,3556159,OPEL,1,2026-08-09 19:38:13,RAPID-6630057
0007ae10-23c0-455b-b800-9ae59e1a0f6e,109343,9831182580,PEUGEOT,1,2026-08-09 17:38:19,RAPID-12506033
0008176d-df08-4dd8-a3ce-524bfb89f6e3,116325,AV6118080CBC,FORD,1,2026-08-10 00:11:35,RAPID-26329390
00083a4e-39a5-4b20-9a0b-e9c89d96dade,124652,1634054010,TOYOTA,1,2026-08-10 12:44:32,RAPID-7989293
0008860a-0572-49d8-abe1-9ccd74fa88fa,118412,5K0498621,AUDI,1,2026-08-10 09:29:31,RAPID-3287725
0008d706-3b04-4350-a37d-f21e9c19034b,125987,E43034BF1C,NISSAN,1,2026-08-10 15:00:09,RAPID-8168714
000955ec-9932-4cbe-9af4-aee7213f2eba,112040,330771,CITROËN,1,2026-08-09 19:33:09,RAPID-4020504
0009f357-3652-4742-a27e-20f1484b0984,122766,04466-52120,TOYOTA,1,2026-08-10 12:44:32,RAPID-7763164
000a8bdc-0209-4194-8c8d-84cd2cab4a70,120949,16012450,OPEL,1,2026-08-10 09:29:31,RAPID-101482
000a9172-1b2b-4da0-a937-e59402a0f438,122772,4788202051,TOYOTA,1,2026-08-10 12:44:32,RAPID-18868586
000b46c9-0e49-4ecb-a60f-fe15bd9c38c1,118323,2K0498621,AUDI,1,2026-08-10 09:29:31,RAPID-10345006
000b4a62-8974-46ac-8dea-57b620ef3d24,124238,48530-09R00,TOYOTA,1,2026-08-10 12:44:32,RAPID-4933914
000bb969-f27a-4917-a796-6d1ea373063d,125803,41011-6J001,NISSAN,1,2026-08-10 15:00:09,RAPID-19141449
000bd11e-dd02-4147-87b2-422b63e03cd4,114305,9808483380,CITROËN (DF-PSA),1,2026-08-09 21:59:48,RAPID-6138506
000bded7-1bf2-4816-8b25-44a81d1bc222,108359,8522201011,TOYOTA,1,2026-08-09 17:27:17,RAPID-3706432
000c3eec-b519-4644-89f0-80814a87421c,120950,8E0 615 425 K,VW,1,2026-08-10 09:29:31,RAPID-412105
000caeac-e179-45a8-8fee-cee2a8361c31,108163,MR 416762,MITSUBISHI,1,2026-08-09 17:15:52,RAPID-48306027
000d00e4-608e-4b81-b164-4222caaa9b20,122287,84340-79015,TOYOTA,1,2026-08-10 12:44:32,RAPID-767772
000d3e66-02c3-4093-8de2-4ce6ecf5feb0,113416,1608691680,CITROËN,1,2026-08-09 19:50:56,RAPID-18276784
000d639c-d8fb-457a-a203-b4b54df55606,108156,85242-14020,TOYOTA,1,2026-08-09 17:15:52,RAPID-56953185
000db7a8-d2b0-4651-98a8-8aaf108abc40,120288,43022SH3931,HONDA,1,2026-08-10 09:29:31,RAPID-6502616
000f134f-fd84-49bd-92b2-94fcc58f9d1d,108081,0112 1444,IVECO,1,2026-08-09 17:15:52,RAPID-13841753
000f2dfb-13cf-4b6e-ae06-11228cbcd622,127153,1J0698451E,AUDI,1,2026-08-10 15:00:09,RAPID-75077390
000fff02-21e5-4842-ba6e-b1011d821f3c,120967,5N0 698 459,VW,1,2026-08-10 09:29:31,RAPID-2523852
0010466e-b2eb-45d1-acbe-61a36fd7d9b0,126764,8X1955425,AUDI,1,2026-08-10 15:00:09,RAPID-3025163
00105b20-8265-408b-9d9a-49b5730b35fb,110289,432105357R,RENAULT,1,2026-08-09 18:27:59,RAPID-8841420
00107ffc-0329-4862-ab05-d97bf5b35891,119292,ZH0248,AUDI,1,2026-08-10 09:29:31,RAPID-69685422
0010806f-8df0-4fd7-8924-ec7a568be577,126766,1J1955426B,VW,1,2026-08-10 15:00:09,RAPID-2863334
00113607-e643-43a7-8d2e-7810c1d7dd2c,126004,306A0-JA60E,NISSAN,1,2026-08-10 15:00:09,RAPID-7589267
00116e4d-cdb9-4189-9f7c-b8ace6e49acb,108689,8522228040C,TOYOTA,1,2026-08-09 17:29:29,RAPID-2340684
00118859-fc5c-4649-ae42-cdc981922a0c,119784,JZW615601F,VAG,1,2026-08-10 09:29:31,RAPID-15031501
00119447-0d99-4f9e-8b0c-233a386f0205,116371,4M5118080PAE,FORD,1,2026-08-10 00:11:35,RAPID-9100498
0011d88f-d9c2-4ae4-a9e0-68556bf6830c,122385,2033944,FORD,1,2026-08-10 12:44:32,RAPID-268464
0011e3e9-07ca-4062-b5ab-653bd51edc13,114593,42494689,OPEL,1,2026-08-09 22:13:33,RAPID-8893367
0011f059-42ab-4442-a9be-04e2b2fea74e,110365,60813089,FIAT,1,2026-08-09 18:41:00,RAPID-9551999
0012e672-ebbe-473a-a049-50137adaabfa,108791,50508588,FIAT,1,2026-08-09 17:31:42,RAPID-9245854
001313af-ff18-42ee-a293-419b49a39e89,124159,4852080392,TOYOTA,1,2026-08-10 12:44:32,RAPID-54170397
0013232b-adda-40bd-a41f-dbbf6f861ac6,109977,7701462217,RENAULT,1,2026-08-09 17:46:52,RAPID-2533595
0013596d-faf9-4f10-a9c5-90ebf9c3c80f,115576,1327469,FORD,1,2026-08-10 00:11:35,RAPID-54563574
00147e0b-8235-4d54-b6c1-b156e2079133,111943,3557914,OPEL,1,2026-08-09 19:33:09,RAPID-6117180
0014bf64-c75d-47f3-8463-8d02d16e31ed,124694,6011800610,MERCEDES-BENZ,1,2026-08-10 12:44:32,RAPID-5998222
0014d194-7a9b-4b42-aad1-e4c07a9bc358,118699,3CD615601,AUDI,1,2026-08-10 09:29:31,RAPID-4055533
0014f7ba-ef6f-411c-9036-ff68ebbc21b2,120339,1K0 615 601 M,AUDI,1,2026-08-10 09:29:31,RAPID-1150095
00150786-3df2-4a76-8579-5d878a7be0ff,108360,1J0998003,VAG,1,2026-08-09 17:27:17,RAPID-3706431
00155477-5d52-47e0-9207-9557f5a75a28,114419,1606401480,CITROËN,1,2026-08-09 22:03:07,RAPID-8763834
00157c1f-b0df-4825-8556-3027c4a5fb51,115353,1672497,FORD,1,2026-08-10 00:11:35,RAPID-8019481
0015a06b-4e39-4473-8503-236f030b8fca,126159,906 421 15 00,MERCEDES-BENZ,1,2026-08-10 15:00:09,RAPID-59886160
0015c5f5-a004-424b-9517-c1f6dbfc5582,116936,58130-1G100,HYUNDAI,1,2026-08-10 00:11:35,RAPID-55036609
0015c94e-18ab-49f1-872f-96e1a871a067,108355,60 25 371 205,RENAULT,1,2026-08-09 17:27:17,RAPID-8352975
0016218f-0863-4910-9a64-5c9aa4d1612a,114155,1609249980,CITROËN/PEUGEOT,1,2026-08-09 21:59:48,RAPID-18021859
001624f5-fc46-47b6-afe4-44786fe77298,115510,1231001,FORD,1,2026-08-10 00:11:35,RAPID-1997282
00164796-bf36-4acd-aa32-941eb649a0ae,121913,04466-76012,TOYOTA,1,2026-08-10 12:44:32,RAPID-5936173
0017129f-933b-4021-9aff-bdb99d4ba191,109706,46529970,ALFA ROMEO,1,2026-08-09 17:42:49,RAPID-8471233
001740ab-2f8b-4aff-90fc-40e6bd90fc8a,110540,402062650R,RENAULT,1,2026-08-09 18:53:15,RAPID-6263847
00180939-727a-4f71-86bd-e54db137ceb3,116030,7M519600-BF,FORD,1,2026-08-10 00:11:35,RAPID-4379667
00181e84-024f-4cfb-a89a-c6f15d40cbbc,115768,YS6118K045AB,FORD,1,2026-08-10 00:11:35,RAPID-16890765
